GenreNumber,Title,MoNu,Myrating,Genre,MyGenre,Director Name,RandomWord
4954,50/50,3954,12,Comedy,distancy,Jonathan Levine,zef
4955,A Better Life,3955,14,Drama,spinnies,Chris Weitz,zerf
4956,A Dangerous Method,3956,41,Biography,resmethrin,David Cronenberg, xrd
4957,A Separation,3957,90,Drama,angledozer,Asghar Farhadi,gbc
4958,A Very Harold & Kumar 3D Christmas,3958,56,Adventure,ethoxylate,Todd Strauss-Schulson,vd
4959,Abduction,3959,37,Action,ursidae,John Singleton,sef
4960,Albert Nobbs,3960,41,Drama,whippowill,Rodrigo GarcÃ?a,zef
4961,Alvin and the Chipmunks: Chipwrecked,3961,63,Adventure,silurid,Mike Mitchell,zerf
4962,Anonymous,3962,32,Drama,bardiche,Roland Emmerich, xrd
4963,Another Earth,3963,7,Drama,logicists,Mike Cahill,gbc
4964,Apollo 18,3964,46,Horror,parroter,Gonzalo LÃ?pez-Gallego,vd
4965,Arthur Christmas,3965,29,Adventure,hell-rake,Sarah Smith,sef
4966,Attack the Block,3966,34,Action,triphylite,Joe Cornish,zef
4967,Bad Teacher,3967,39,Comedy,distancy,Jake Kasdan,zerf
4968,Battle Los Angeles,3968,65,Action,spinnies,Jonathan Liebesman, xrd
4969,Beastly,3969,28,Drama,resmethrin,Daniel Barnz,gbc
4970,Bernie,3970,82,Comedy,angledozer,Richard Linklater,vd
4971,"Big Mommas: Like Father, Like Son",3971,39,Action,ethoxylate,John Whitesell,sef
4972,Bridesmaids,3972,29,Comedy,ursidae,Paul Feig,zef
4973,Bucky Larson: Born to Be a Star,3973,51,Comedy,whippowill,Tom Brady,zerf
4974,Captain America: The First Avenger,3974,74,Action,silurid,Joe Johnston, xrd
4975,Cars 2,3975,32,Adventure,bardiche,John Lasseter,gbc
4976,Colombiana,3976,23,Action,logicists,Olivier Megaton,vd
4977,Contagion,3977,97,Drama,parroter,Steven Soderbergh,sef
4978,Courageous,3978,6,Drama,hell-rake,Alex Kendrick,zef
4979,"Crazy, Stupid, Love.",3979,98,Comedy,triphylite,Glenn Ficarra,zerf
4980,Diary of a Wimpy Kid: Rodrick Rules,3980,64,Comedy,distancy,David Bowers, xrd
4981,Dolphin Tale,3981,43,Drama,spinnies,Charles Martin Smith,gbc
4982,Dream House,3982,56,Drama,resmethrin,Jim Sheridan,vd
4983,Drive,3983,37,Crime,angledozer,Nicolas Winding Refn,sef
4984,Drive Angry,3984,54,Action,ethoxylate,Patrick Lussier,zef
4985,Extremely Loud & Incredibly Close,3985,60,Adventure,ursidae,Stephen Daldry,zerf
4986,Fast Five,3986,70,Action,whippowill,Justin Lin, xrd
4987,Final Destination 5,3987,86,Horror,silurid,Steven Quale,gbc
4988,Fort McCoy,3988,49,Drama,bardiche,Kate Connor,vd
4989,Friends with Benefits,3989,74,Comedy,logicists,Will Gluck,sef
4990,Fright Night,3990,19,Comedy,parroter,Craig Gillespie,zef
4991,Ghost Rider: Spirit of Vengeance,3991,64,Action,hell-rake,Mark Neveldine,zerf
4992,Glee: The 3D Concert Movie,3992,82,Documentary,triphylite,Kevin Tancharoen, xrd
4993,Go for It!,3993,4,Drama,distancy,Carmen Marron,gbc
4994,Green Lantern,3994,33,Action,spinnies,Martin Campbell,vd
4995,Hall Pass,3995,12,Comedy,resmethrin,Bobby Farrelly,sef
4996,Hanna,3996,77,Action,angledozer,Joe Wright,zef
4997,Happy Feet 2,3997,26,Animation,ethoxylate,George Miller,zerf
4998,Haywire,3998,12,Action,ursidae,Steven Soderbergh, xrd
4999,Headhunters,3999,56,Crime,whippowill,Morten Tyldum,gbc
5000,Hobo with a Shotgun,4000,74,Action,silurid,Jason Eisener,vd
5001,Hoodwinked Too! Hood vs. Evil,4001,12,Animation,bardiche,Mike Disa,sef
5002,Hop,4002,62,Adventure,logicists,Tim Hill,zef
5003,Horrible Bosses,4003,21,Comedy,parroter,Seth Gordon,zerf
5004,Hugo,4004,92,Adventure,hell-rake,Martin Scorsese, xrd
5005,I Am Number Four,4005,51,Action,triphylite,D.J. Caruso,gbc
5006,I Don't Know How She Does It,4006,11,Comedy,distancy,Douglas McGrath,vd
5007,Immortals,4007,23,Action,spinnies,Tarsem Singh,sef
5008,In the Land of Blood and Honey,4008,61,Drama,resmethrin,Angelina Jolie Pitt,zef
5009,In Time,4009,12,Action,angledozer,Andrew Niccol,zerf
5010,J. Edgar,4010,69,Biography,ethoxylate,Clint Eastwood, xrd
5011,Jack and Jill,4011,98,Comedy,ursidae,Dennis Dugan,gbc
5012,"Jeff, Who Lives at Home",4012,18,Comedy,whippowill,Jay Duplass,vd
5013,Johnny English Reborn,4013,24,Action,silurid,Oliver Parker,sef
5014,Jumping the Broom,4014,11,Comedy,bardiche,Salim Akil,zef
5015,Just Go with It,4015,32,Comedy,logicists,Dennis Dugan,zerf
5016,Justin Bieber: Never Say Never,4016,88,Documentary,parroter,Jon M. Chu, xrd
5017,Kill List,4017,45,Crime,hell-rake,Ben Wheatley,gbc
5018,Killer Elite,4018,30,Action,triphylite,Gary McKendry,vd
5019,Killer Joe,4019,3,Crime,distancy,William Friedkin,sef
5020,Kung Fu Panda 2,4020,2,Action,spinnies,Jennifer Yuh Nelson,zef
5021,L!fe Happens,4021,5,Comedy,resmethrin,Kat Coiro,zerf
5022,Larry Crowne,4022,81,Comedy,angledozer,Tom Hanks, xrd
5023,Le Havre,4023,44,Comedy,ethoxylate,Aki KaurismÃ?ki,gbc
5024,Like Crazy,4024,14,Drama,ursidae,Drake Doremus,vd
5025,Machine Gun Preacher,4025,81,Action,whippowill,Marc Forster,sef
5026,Margaret,4026,37,Drama,silurid,Kenneth Lonergan,zef
5027,Margin Call,4027,77,Biography,bardiche,J.C. Chandor,zerf
5028,Mars Needs Moms,4028,84,Action,logicists,Simon Wells, xrd
5029,Melancholia,4029,92,Drama,parroter,Lars von Trier,gbc
5030,Midnight in Paris,4030,85,Comedy,hell-rake,Woody Allen,vd
5031,Mission: Impossible - Ghost Protocol,4031,11,Action,triphylite,Brad Bird,sef
5032,Moneyball,4032,88,Biography,distancy,Bennett Miller,zef
5033,Monte Carlo,4033,89,Adventure,spinnies,Thomas Bezucha,zerf
5034,Mr. Popper's Penguins,4034,56,Comedy,resmethrin,Mark Waters, xrd
5035,My Week with Marilyn,4035,78,Biography,angledozer,Simon Curtis,gbc
5036,New Year's Eve,4036,56,Comedy,ethoxylate,Garry Marshall,vd
5037,Newlyweds,4037,67,Comedy,ursidae,Edward Burns,sef
5038,No Strings Attached,4038,95,Comedy,whippowill,Ivan Reitman,zef
5039,One Day,4039,47,Drama,silurid,Lone Scherfig,zerf
5040,Our Idiot Brother,4040,4,Comedy,bardiche,Jesse Peretz, xrd
5041,Paranormal Activity 3,4041,81,Horror,logicists,Henry Joost,gbc
5042,Paul,4042,93,Adventure,parroter,Greg Mottola,vd
5043,"Pink Ribbons, Inc.",4043,81,Documentary,hell-rake,LÃ©a Pool,sef
5044,Pirates of the Caribbean: On Stranger Tides,4044,14,Action,triphylite,Rob Marshall,zef
5045,Priest,4045,93,Action,distancy,Scott Stewart,zerf
5046,Prom,4046,95,Comedy,spinnies,Joe Nussbaum, xrd
5047,Puss in Boots,4047,43,Action,resmethrin,Chris Miller,gbc
5048,Rango,4048,82,Adventure,angledozer,Gore Verbinski,vd
5049,Real Steel,4049,1,Action,ethoxylate,Shawn Levy,sef
5050,Red Riding Hood,4050,37,Fantasy,ursidae,Catherine Hardwicke,zef
5051,Rio,4051,52,Adventure,whippowill,Carlos Saldanha,zerf
5052,Rise of the Planet of the Apes,4052,92,Action,silurid,Rupert Wyatt, xrd
5053,Salvation Boulevard,4053,43,Action,bardiche,George Ratliff,gbc
5054,Samsara,4054,12,Documentary,logicists,Ron Fricke,vd
5055,Sanctum,4055,14,Adventure,parroter,Alister Grierson,sef
5056,Scream 4,4056,41,Horror,hell-rake,Wes Craven,zef
5057,Shame,4057,90,Drama,triphylite,Steve McQueen,zerf
5058,Shark Night 3D,4058,56,Horror,distancy,David R. Ellis, xrd
5059,Sherlock Holmes: A Game of Shadows,4059,37,Action,spinnies,Guy Ritchie,gbc
5060,Sholem Aleichem: Laughing in the Darkness,4060,41,Documentary,resmethrin,Joseph Dorman,vd
5061,Silent House,4061,63,Drama,angledozer,Chris Kentis,sef
5062,Snow Flower and the Secret Fan,4062,32,Drama,ethoxylate,Wayne Wang,zef
5063,Something Borrowed,4063,7,Comedy,ursidae,Luke Greenfield,zerf
5064,Soul Surfer,4064,46,Biography,whippowill,Sean McNamara, xrd
5065,Source Code,4065,29,Mystery,silurid,Duncan Jones,gbc
5066,Spy Kids: All the Time in the World in 4D,4066,34,Action,bardiche,Robert Rodriguez,vd
5067,Straw Dogs,4067,39,Action,logicists,Rod Lurie,sef
5068,Sucker Punch,4068,65,Action,parroter,Zack Snyder,zef
5069,Super 8,4069,28,Mystery,hell-rake,J.J. Abrams,zerf
5070,Take Me Home Tonight,4070,82,Comedy,triphylite,Michael Dowse, xrd
5071,Take Shelter,4071,39,Drama,distancy,Jeff Nichols,gbc
5072,The Adjustment Bureau,4072,29,Romance,spinnies,George Nolfi,vd
5073,The Adventures of Tintin,4073,51,Action,resmethrin,Steven Spielberg,sef
5074,The Artist,4074,74,Comedy,angledozer,Michel Hazanavicius,zef
5075,The Beaver,4075,32,Drama,ethoxylate,Jodie Foster,zerf
5076,The Best Exotic Marigold Hotel,4076,23,Comedy,ursidae,John Madden, xrd
5077,The Big Year,4077,97,Comedy,whippowill,David Frankel,gbc
5078,The Change-Up,4078,6,Comedy,silurid,David Dobkin,vd
5079,The Darkest Hour,4079,98,Action,bardiche,Chris Gorak,sef
5080,The Descendants,4080,64,Comedy,logicists,Alexander Payne,zef
5081,The Devil's Double,4081,43,Biography,parroter,Lee Tamahori,zerf
5082,The Dilemma,4082,56,Comedy,hell-rake,Ron Howard, xrd
5083,The Divide,4083,37,Drama,triphylite,Xavier Gens,gbc
5084,The Flowers of War,4084,54,Drama,distancy,Yimou Zhang,vd
5085,The FP,4085,60,Comedy,spinnies,Brandon Trost,sef
5086,The Girl with the Dragon Tattoo,4086,70,Crime,resmethrin,David Fincher,zef
5087,The Greatest Movie Ever Sold,4087,86,Comedy,angledozer,Morgan Spurlock,zerf
5088,The Green Hornet,4088,49,Action,ethoxylate,Michel Gondry, xrd
5089,The Grey,4089,74,Action,ursidae,Joe Carnahan,gbc
5090,The Guard,4090,19,Comedy,whippowill,John Michael McDonagh,vd
5091,The Hangover Part II,4091,64,Comedy,silurid,Todd Phillips,sef
5092,The Harvest/La Cosecha,4092,82,Documentary,bardiche,U. Roberto Romano,zef
5093,The Help,4093,4,Drama,logicists,Tate Taylor,zerf
5094,The Ides of March,4094,33,Drama,parroter,George Clooney, xrd
5095,The Innkeepers,4095,12,Horror,hell-rake,Ti West,gbc
5096,The Iron Lady,4096,77,Biography,triphylite,Phyllida Lloyd,vd
5097,The Lincoln Lawyer,4097,26,Crime,distancy,Brad Furman,sef
5098,The Mechanic,4098,12,Action,spinnies,Simon West,zef
5099,The Muppets,4099,56,Adventure,resmethrin,James Bobin,zerf
5100,The Raid: Redemption,4100,74,Action,angledozer,Gareth Evans, xrd
5101,The Rite,4101,12,Drama,ethoxylate,Mikael HÃ¥fstrÃ¶m,gbc
5102,The Roommate,4102,62,Drama,ursidae,Christian E. Christiansen,vd
5103,The Smurfs,4103,21,Adventure,whippowill,Raja Gosnell,sef
5104,The Son of No One,4104,92,Crime,silurid,Dito Montiel,zef
5105,The Three Musketeers,4105,51,Action,bardiche,Paul W.S. Anderson,zerf
5106,The Tree of Life,4106,11,Drama,logicists,Terrence Malick, xrd
5107,There Be Dragons,4107,23,Biography,parroter,Roland JoffÃ©,gbc
5108,Thor,4108,61,Action,hell-rake,Kenneth Branagh,vd
5109,Tinker Tailor Soldier Spy,4109,12,Drama,triphylite,Tomas Alfredson,sef
5110,Tower Heist,4110,69,Action,distancy,Brett Ratner,zef
5111,Transformers: Dark of the Moon,4111,98,Action,spinnies,Michael Bay,zerf
5112,Unknown,4112,18,Action,resmethrin,Jaume Collet-Serra, xrd
5113,War Horse,4113,24,Drama,angledozer,Steven Spielberg,gbc
5114,Warrior,4114,11,Drama,ethoxylate,Gavin O'Connor,vd
5115,Water for Elephants,4115,32,Drama,ursidae,Francis Lawrence,sef
5116,We Need to Talk About Kevin,4116,88,Drama,whippowill,Lynne Ramsay,zef
5117,Weekend,4117,45,Drama,silurid,Andrew Haigh,zerf
5118,What's Your Number?,4118,30,Comedy,bardiche,Mark Mylod, xrd
5119,Winnie the Pooh,4119,3,Adventure,logicists,Stephen J. Anderson,gbc
5120,X-Men: First Class,4120,2,Action,parroter,Matthew Vaughn,vd
5121,Young Adult,4121,5,Comedy,hell-rake,Jason Reitman,sef
5122,Your Highness,4122,81,Adventure,triphylite,David Gordon Green,zef
5123,Your Sister's Sister,4123,44,Comedy,distancy,Lynn Shelton,zerf
5124,Zookeeper,4124,14,Comedy,spinnies,Frank Coraci, xrd
5125,2016: Obama's America,4125,81,Documentary,resmethrin,Dinesh D'Souza,gbc
5126,21 Jump Street,4126,37,Action,angledozer,Phil Lord,vd
5127,A Thousand Words,4127,77,Comedy,ethoxylate,Brian Robbins,sef
5128,Abraham Lincoln: Vampire Hunter,4128,84,Action,ursidae,Timur Bekmambetov,zef
5129,Act of Valor,4129,92,Action,whippowill,Mike McCoy,zerf
5130,Alex Cross,4130,85,Action,silurid,Rob Cohen, xrd
5131,American Reunion,4131,11,Comedy,bardiche,Jon Hurwitz,gbc
5132,Amour,4132,88,Drama,logicists,Michael Haneke,vd
5133,Arbitrage,4133,89,Drama,parroter,Nicholas Jarecki,sef
5134,Argo,4134,56,Biography,hell-rake,Ben Affleck,zef
5135,Atlas Shrugged II: The Strike,4135,78,Drama,triphylite,John Putch,zerf
5136,Bachelorette,4136,56,Comedy,distancy,Leslye Headland, xrd
5137,Battleship,4137,67,Action,spinnies,Peter Berg,gbc
5138,Beasts of the Southern Wild,4138,95,Drama,resmethrin,Benh Zeitlin,vd
5139,Big Miracle,4139,47,Biography,angledozer,Ken Kwapis,sef
5140,Blue Like Jazz,4140,4,Comedy,ethoxylate,Steve Taylor,zef
5141,Brave,4141,81,Adventure,ursidae,Mark Andrews,zerf
5142,Bullet to the Head,4142,93,Action,whippowill,Walter Hill, xrd
5143,Burn,4143,81,Documentary,silurid,Tom Putnam,gbc
5144,Casa de mi Padre,4144,14,Comedy,bardiche,Matt Piedmont,vd
5145,Chasing Mavericks,4145,93,Biography,logicists,Michael Apted,sef
5146,Chernobyl Diaries,4146,95,Horror,parroter,Bradley Parker,zef
5147,Chronicle,4147,43,Drama,hell-rake,Josh Trank,zerf
5148,Cloud Atlas,4148,82,Drama,triphylite,Tom Tykwer, xrd
5149,Compliance,4149,1,Biography,distancy,Craig Zobel,gbc
5150,Contraband,4150,37,Action,spinnies,Baltasar KormÃ¡kur,vd
5151,Dark Shadows,4151,52,Comedy,resmethrin,Tim Burton,sef
5152,Deadfall,4152,92,Crime,angledozer,Stefan Ruzowitzky,zef
5153,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,4153,43,Documentary,ethoxylate,Molly Bernstein,zerf
5154,Detention of the Dead,4154,12,Comedy,ursidae,Alex Craig Mann, xrd
5155,Diary of a Wimpy Kid: Dog Days,4155,14,Comedy,whippowill,David Bowers,gbc
5156,Django Unchained,4156,41,Drama,silurid,Quentin Tarantino,vd
5157,Dredd,4157,90,Action,bardiche,Pete Travis,sef
5158,Eddie: The Sleepwalking Cannibal,4158,56,Comedy,logicists,Boris Rodriguez,zef
5159,End of Watch,4159,37,Crime,parroter,David Ayer,zerf
5160,Ernest & Celestine,4160,41,Animation,hell-rake,StÃ©phane Aubier, xrd
5161,Filly Brown,4161,63,Drama,triphylite,Youssef Delara,gbc
5162,Flight,4162,32,Drama,distancy,Robert Zemeckis,vd
5163,"For a Good Time, Call...",4163,7,Comedy,spinnies,Jamie Travis,sef
5164,For Greater Glory: The True Story of Cristiada,4164,46,Drama,resmethrin,Dean Wright,zef
5165,Frankenweenie,4165,29,Animation,angledozer,Tim Burton,zerf
5166,Fun Size,4166,34,Adventure,ethoxylate,Josh Schwartz, xrd
5167,Hardflip,4167,39,Action,ursidae,Johnny Remo,gbc
5168,Here Comes the Boom,4168,65,Action,whippowill,Frank Coraci,vd
5169,Hit and Run,4169,28,Action,silurid,David Palmer,sef
5170,Hope Springs,4170,82,Comedy,bardiche,David Frankel,zef
5171,Hotel Transylvania,4171,39,Animation,logicists,Genndy Tartakovsky,zerf
5172,House at the End of the Street,4172,29,Drama,parroter,Mark Tonderai, xrd
5173,Ice Age: Continental Drift,4173,51,Adventure,hell-rake,Steve Martino,gbc
5174,Inescapable,4174,74,Drama,triphylite,Ruba Nadda,vd
5175,Jab Tak Hai Jaan,4175,32,Drama,distancy,Yash Chopra,sef
5176,Jack Reacher,4176,23,Action,spinnies,Christopher McQuarrie,zef
5177,John Carter,4177,97,Action,resmethrin,Andrew Stanton,zerf
5178,Journey 2: The Mysterious Island,4178,6,Action,angledozer,Brad Peyton, xrd
5179,Joyful Noise,4179,98,Comedy,ethoxylate,Todd Graff,gbc
5180,Katy Perry: Part of Me,4180,64,Documentary,ursidae,Dan Cutforth,vd
5181,Killing Them Softly,4181,43,Crime,whippowill,Andrew Dominik,sef
5182,Les MisÃ©rables,4182,56,Drama,silurid,Tom Hooper,zef
5183,Life of Pi,4183,37,Adventure,bardiche,Ang Lee,zerf
5184,Lincoln,4184,54,Biography,logicists,Steven Spielberg, xrd
5185,Lockout,4185,60,Action,parroter,James Mather,gbc
5186,Looper,4186,70,Action,hell-rake,Rian Johnson,vd
5187,Madagascar 3: Europe's Most Wanted,4187,86,Adventure,triphylite,Eric Darnell,sef
5188,Madea's Witness Protection,4188,49,Comedy,distancy,Tyler Perry,zef
5189,Magic Mike,4189,74,Comedy,spinnies,Steven Soderbergh,zerf
5190,Man on a Ledge,4190,19,Action,resmethrin,Asger Leth, xrd
5191,Maniac,4191,64,Horror,angledozer,Franck Khalfoun,gbc
5192,Men in Black 3,4192,82,Action,ethoxylate,Barry Sonnenfeld,vd
5193,Middle of Nowhere,4193,4,Drama,ursidae,Ava DuVernay,sef
5194,Mirror Mirror,4194,33,Adventure,whippowill,Tarsem Singh,zef
5195,Moonrise Kingdom,4195,12,Adventure,silurid,Wes Anderson,zerf
5196,Mud,4196,77,Drama,bardiche,Jeff Nichols, xrd
5197,On the Road,4197,26,Adventure,logicists,Walter Salles,gbc
5198,One for the Money,4198,12,Action,parroter,Julie Anne Robinson,vd
5199,Paranormal Activity 4,4199,56,Horror,hell-rake,Henry Joost,sef
5200,ParaNorman,4200,74,Adventure,triphylite,Chris Butler,zef
5201,Parental Guidance,4201,12,Comedy,distancy,Andy Fickman,zerf
5202,Pitch Perfect,4202,62,Comedy,spinnies,Jason Moore, xrd
5203,Playing for Keeps,4203,21,Comedy,resmethrin,Gabriele Muccino,gbc
5204,Premium Rush,4204,92,Action,angledozer,David Koepp,vd
5205,Project X,4205,51,Comedy,ethoxylate,Nima Nourizadeh,sef
5206,Prometheus,4206,11,Adventure,ursidae,Ridley Scott,zef
5207,Promised Land,4207,23,Drama,whippowill,Gus Van Sant,zerf
5208,Quartet,4208,61,Comedy,silurid,Dustin Hoffman, xrd
5209,Red Tails,4209,12,Action,bardiche,Anthony Hemingway,gbc
5210,Resident Evil: Retribution,4210,69,Action,logicists,Paul W.S. Anderson,vd
5211,Rise of the Guardians,4211,98,Adventure,parroter,Peter Ramsey,sef
5212,Robot & Frank,4212,18,Comedy,hell-rake,Jake Schreier,zef
5213,Rock of Ages,4213,24,Comedy,triphylite,Adam Shankman,zerf
5214,Safe,4214,11,Action,distancy,Boaz Yakin, xrd
5215,Safe House,4215,32,Action,spinnies,Daniel Espinosa,gbc
5216,Safety Not Guaranteed,4216,88,Comedy,resmethrin,Colin Trevorrow,vd
5217,Savages,4217,45,Crime,angledozer,Oliver Stone,sef
5218,Seeking a Friend for the End of the World,4218,30,Adventure,ethoxylate,Lorene Scafaria,zef
5219,Seven Psychopaths,4219,3,Comedy,ursidae,Martin McDonagh,zerf
5220,Silent Hill: Revelation 3D,4220,2,Adventure,whippowill,Michael J. Bassett, xrd
5221,Silver Linings Playbook,4221,5,Comedy,silurid,David O. Russell,gbc
5222,Sinister,4222,81,Horror,bardiche,Scott Derrickson,vd
5223,Skyfall,4223,44,Action,logicists,Sam Mendes,sef
5224,Snow White and the Huntsman,4224,14,Action,parroter,Rupert Sanders,zef
5225,Sparkle,4225,81,Drama,hell-rake,Salim Akil,zerf
5226,Spring Breakers,4226,37,Crime,triphylite,Harmony Korine, xrd
5227,Step Up Revolution,4227,77,Drama,distancy,Scott Speer,gbc
5228,Stolen,4228,84,Action,spinnies,Simon West,vd
5229,Taken 2,4229,92,Action,resmethrin,Olivier Megaton,sef
5230,Ted,4230,85,Comedy,angledozer,Seth MacFarlane,zef
5231,That's My Boy,4231,11,Comedy,ethoxylate,Sean Anders,zerf
5232,The Act of Killing,4232,88,Biography,ursidae,Joshua Oppenheimer, xrd
5233,The Amazing Spider-Man,4233,89,Action,whippowill,Marc Webb,gbc
5234,The Apparition,4234,56,Horror,silurid,Todd Lincoln,vd
5235,The Avengers,4235,78,Action,bardiche,Joss Whedon,sef
5236,The Bourne Legacy,4236,56,Action,logicists,Tony Gilroy,zef
5237,The Brass Teapot,4237,67,Comedy,parroter,Ramaa Mosley,zerf
5238,The Cabin in the Woods,4238,95,Fantasy,hell-rake,Drew Goddard, xrd
5239,The Campaign,4239,47,Comedy,triphylite,Jay Roach,gbc
5240,The Cold Light of Day,4240,4,Action,distancy,Mabrouk El Mechri,vd
5241,The Collection,4241,81,Action,spinnies,Marcus Dunstan,sef
5242,The Dark Knight Rises,4242,93,Action,resmethrin,Christopher Nolan,zef
5243,The Devil Inside,4243,81,Horror,angledozer,William Brent Bell,zerf
5244,The Dictator,4244,14,Comedy,ethoxylate,Larry Charles, xrd
5245,The Expendables 2,4245,93,Action,ursidae,Simon West,gbc
5246,The Five-Year Engagement,4246,95,Comedy,whippowill,Nicholas Stoller,vd
5247,The Ghastly Love of Johnny X,4247,43,Comedy,silurid,Paul Bunnell,sef
5248,The Guilt Trip,4248,82,Comedy,bardiche,Anne Fletcher,zef
5249,The Hobbit: An Unexpected Journey,4249,1,Adventure,logicists,Peter Jackson,zerf
5250,The Hunger Games,4250,37,Adventure,parroter,Gary Ross, xrd
5251,The Hunt,4251,52,Drama,hell-rake,Thomas Vinterberg,gbc
5252,The Iceman,4252,92,Biography,triphylite,Ariel Vromen,vd
5253,The Impossible,4253,43,Drama,distancy,J.A. Bayona,sef
5254,The Lords of Salem,4254,12,Drama,spinnies,Rob Zombie,zef
5255,The Lucky One,4255,14,Drama,resmethrin,Scott Hicks,zerf
5256,The Man with the Iron Fists,4256,41,Action,angledozer,RZA, xrd
5257,The Master,4257,90,Drama,ethoxylate,Paul Thomas Anderson,gbc
5258,The Odd Life of Timothy Green,4258,56,Comedy,ursidae,Peter Hedges,vd
5259,The Oogieloves in the Big Balloon Adventure,4259,37,Adventure,whippowill,Matthew Diamond,sef
5260,The Other Dream Team,4260,41,Documentary,silurid,Marius A. Markevicius,zef
5261,The Perks of Being a Wallflower,4261,63,Drama,bardiche,Stephen Chbosky,zerf
5262,The Pirates! Band of Misfits,4262,32,Adventure,logicists,Peter Lord, xrd
5263,The Place Beyond the Pines,4263,7,Crime,parroter,Derek Cianfrance,gbc
5264,The Possession,4264,46,Horror,hell-rake,Ole Bornedal,vd
5265,The Raven,4265,29,Crime,triphylite,James McTeigue,sef
5266,The Sessions,4266,34,Biography,distancy,Ben Lewin,zef
5267,The Sweeney,4267,39,Action,spinnies,Nick Love,zerf
5268,The Twilight Saga: Breaking Dawn - Part 2,4268,65,Adventure,resmethrin,Bill Condon, xrd
5269,The Vow,4269,28,Drama,angledozer,Michael Sucsy,gbc
5270,The Watch,4270,82,Action,ethoxylate,Akiva Schaffer,vd
5271,The Woman in Black,4271,39,Drama,ursidae,James Watkins,sef
5272,The Words,4272,29,Drama,whippowill,Brian Klugman,zef
5273,Think Like a Man,4273,51,Comedy,silurid,Tim Story,zerf
5274,This Is 40,4274,74,Comedy,bardiche,Judd Apatow, xrd
5275,This Means War,4275,32,Action,logicists,McG,gbc
5276,Tim and Eric's Billion Dollar Movie,4276,23,Comedy,parroter,Tim Heidecker,vd
5277,To Rome with Love,4277,97,Comedy,hell-rake,Woody Allen,sef
5278,Underworld: Awakening,4278,6,Action,triphylite,MÃ¥ns MÃ¥rlind,zef
5279,Vamps,4279,98,Comedy,distancy,Amy Heckerling,zerf
5280,What to Expect When You're Expecting,4280,64,Comedy,spinnies,Kirk Jones, xrd
5281,Wrath of the Titans,4281,43,Action,resmethrin,Jonathan Liebesman,gbc
5282,Wreck-It Ralph,4282,56,Adventure,angledozer,Rich Moore,vd
5283,Zero Dark Thirty,4283,37,Drama,ethoxylate,Kathryn Bigelow,sef
5284,12 Years a Slave,4284,54,Biography,ursidae,Steve McQueen,zef
5285,2 Guns,4285,60,Action,whippowill,Baltasar KormÃ¡kur,zerf
5286,20 Feet from Stardom,4286,70,Documentary,silurid,Morgan Neville, xrd
5287,21 & Over,4287,86,Comedy,bardiche,Jon Lucas,gbc
5288,42,4288,49,Biography,logicists,Brian Helgeland,vd
5289,47 Ronin,4289,74,Action,parroter,Carl Rinsch,sef
5290,A Good Day to Die Hard,4290,19,Action,hell-rake,John Moore,zef
5291,A Haunted House,4291,64,Comedy,triphylite,Michael Tiddes,zerf
5292,A Madea Christmas,4292,82,Comedy,distancy,Tyler Perry, xrd
5293,About Time,4293,4,Drama,spinnies,Richard Curtis,gbc
5294,Admission,4294,33,Comedy,resmethrin,Paul Weitz,vd
5295,Adore,4295,12,Drama,angledozer,Anne Fontaine,sef
5296,After Earth,4296,77,Action,ethoxylate,M. Night Shyamalan,zef
5297,All Is Lost,4297,26,Action,ursidae,J.C. Chandor,zerf
5298,American Hustle,4298,12,Crime,whippowill,David O. Russell, xrd
5299,Anchorman 2: The Legend Continues,4299,56,Comedy,silurid,Adam McKay,gbc
5300,Antarctica: A Year on Ice,4300,74,Adventure,bardiche,Anthony Powell,vd
5301,August: Osage County,4301,12,Drama,logicists,John Wells,sef
5302,Bad Grandpa,4302,62,Comedy,parroter,Jeff Tremaine,zef
5303,Bad Words,4303,21,Comedy,hell-rake,Jason Bateman,zerf
5304,Baggage Claim,4304,92,Comedy,triphylite,David E. Talbert, xrd
5305,Battle of the Year,4305,51,Drama,distancy,Benson Lee,gbc
5306,Beautiful Creatures,4306,11,Drama,spinnies,Richard LaGravenese,vd
5307,Before Midnight,4307,23,Drama,resmethrin,Richard Linklater,sef
5308,Begin Again,4308,61,Drama,angledozer,John Carney,zef
5309,Black Nativity,4309,12,Drama,ethoxylate,Kasi Lemmons,zerf
5310,Blood Ties,4310,69,Crime,ursidae,Guillaume Canet, xrd
5311,Blue Jasmine,4311,98,Drama,whippowill,Woody Allen,gbc
5312,Blue Ruin,4312,18,Crime,silurid,Jeremy Saulnier,vd
5313,Broken City,4313,24,Crime,bardiche,Allen Hughes,sef
5314,"Buen DÃ?a, RamÃ?n",4314,11,Drama,logicists,Jorge RamÃ?rez SuÃ¡rez,zef
5315,Captain Phillips,4315,32,Biography,parroter,Paul Greengrass,zerf
5316,Carrie,4316,88,Drama,hell-rake,Kimberly Peirce, xrd
5317,Cheap Thrills,4317,45,Comedy,triphylite,E.L. Katz,gbc
5318,"Cinco de Mayo, La Batalla",4318,30,Drama,distancy,Rafa Lara,vd
5319,Cloudy with a Chance of Meatballs 2,4319,3,Animation,spinnies,Cody Cameron,sef
