MovieNumber,Title,Myrating,Genre,MyGenre,Director Name
3789,Black Swan,74,Drama,ethoxylate,Darren Aronofsky
3790,Blue Valentine,19,Drama,ursidae,Derek Cianfrance
3791,Buried,64,Drama,whippowill,Rodrigo CortÃ©s
3792,Burlesque,82,Drama,silurid,Steve Antin
3793,Ca$h,4,Comedy,bardiche,Stephen Milburn Anderson
3794,Casino Jack,33,Biography,logicists,George Hickenlooper
3795,Cats & Dogs: The Revenge of Kitty Galore,12,Action,parroter,Brad Peyton
3796,Charlie St. Cloud,77,Drama,hell-rake,Burr Steers
3797,Clash of the Titans,26,Action,triphylite,Louis Leterrier
3798,Cop Out,12,Action,distancy,Kevin Smith
3799,Country Strong,56,Drama,spinnies,Shana Feste
3800,Cyrus,74,Comedy,resmethrin,Jay Duplass
3801,Date Night,12,Comedy,angledozer,Shawn Levy
3802,Dear John,62,Drama,ethoxylate,Lasse HallstrÃ¶m
3803,Despicable Me,21,Animation,ursidae,Pierre Coffin
3804,Devil,92,Horror,whippowill,John Erick Dowdle
3805,Diary of a Wimpy Kid,51,Comedy,silurid,Thor Freudenthal
3806,Don't Be Afraid of the Dark,11,Fantasy,bardiche,Troy Nixey
3807,Due Date,23,Comedy,logicists,Todd Phillips
3808,Dylan Dog: Dead of Night,61,Action,parroter,Kevin Munroe
3809,Easy A,12,Comedy,hell-rake,Will Gluck
3810,Eat Pray Love,69,Drama,triphylite,Ryan Murphy
3811,Edge of Darkness,98,Crime,distancy,Martin Campbell
3812,Everything Must Go,18,Comedy,spinnies,Dan Rush
3813,Extraordinary Measures,24,Drama,resmethrin,Tom Vaughan
3814,Fair Game,11,Biography,angledozer,Doug Liman
3815,Faster,32,Action,ethoxylate,George Tillman Jr.
3816,Flipped,88,Comedy,ursidae,Rob Reiner
3817,Freakonomics,45,Documentary,whippowill,Heidi Ewing
3818,From Paris with Love,30,Action,silurid,Pierre Morel
3819,Furry Vengeance,3,Comedy,bardiche,Roger Kumble
3820,Going the Distance,2,Comedy,logicists,Nanette Burstein
3821,Green Zone,5,Action,parroter,Paul Greengrass
3822,Grown Ups,81,Comedy,hell-rake,Dennis Dugan
3823,Gulliver's Travels,44,Adventure,triphylite,Rob Letterman
3824,Hereafter,14,Drama,distancy,Clint Eastwood
3825,Hesher,81,Drama,spinnies,Spencer Susser
3826,Hot Tub Time Machine,37,Comedy,resmethrin,Steve Pink
3827,How Do You Know,77,Comedy,angledozer,James L. Brooks
3828,How to Train Your Dragon,84,Adventure,ethoxylate,Dean DeBlois
3829,I Spit on Your Grave,92,Horror,ursidae,Steven R. Monroe
3830,I Want Your Money,85,Documentary,whippowill,Ray Griggs
3831,Incendies,11,Drama,silurid,Denis Villeneuve
3832,Inception,88,Action,bardiche,Christopher Nolan
3833,Insidious,89,Fantasy,logicists,James Wan
3834,Iron Man 2,56,Action,parroter,Jon Favreau
3835,It's Kind of a Funny Story,78,Comedy,hell-rake,Anna Boden
3836,Jackass 3D,56,Action,triphylite,Jeff Tremaine
3837,Jonah Hex,67,Action,distancy,Jimmy Hayward
3838,Kick-Ass,95,Action,spinnies,Matthew Vaughn
3839,Killers,47,Action,resmethrin,Robert Luketic
3840,Kites,4,Action,angledozer,Anurag Basu
3841,Knight and Day,81,Action,ethoxylate,James Mangold
3842,Leap Year,93,Comedy,ursidae,Anand Tucker
3843,Legend of the Guardians: The Owls of Ga'Hoole,81,Action,whippowill,Zack Snyder
3844,Legion,14,Action,silurid,Scott Stewart
3845,Let Me In,93,Drama,bardiche,Matt Reeves
3846,Letters to God,95,Drama,logicists,David Nixon
3847,Letters to Juliet,43,Comedy,parroter,Gary Winick
3848,Little Fockers,82,Comedy,hell-rake,Paul Weitz
3849,Little White Lies,1,Comedy,triphylite,Guillaume Canet
3850,Love & Other Drugs,37,Comedy,distancy,Edward Zwick
3851,Love Ranch,52,Comedy,spinnies,Taylor Hackford
3852,MacGruber,92,Action,resmethrin,Jorma Taccone
3853,Machete,43,Action,angledozer,Ethan Maniquis
3854,Made in Dagenham,12,Biography,ethoxylate,Nigel Cole
3855,Marmaduke,14,Comedy,ursidae,Tom Dey
3856,Megamind,41,Action,whippowill,Tom McGrath
3857,Monsters,90,Drama,silurid,Gareth Edwards
3858,Morning Glory,56,Comedy,bardiche,Roger Michell
3859,My Name Is Khan,37,Adventure,logicists,Karan Johar
3860,My Soul to Take,41,Horror,parroter,Wes Craven
3861,Nanny McPhee Returns,63,Comedy,hell-rake,Susanna White
3862,Never Let Me Go,32,Drama,triphylite,Mark Romanek
3863,Of Gods and Men,7,Drama,distancy,Xavier Beauvois
3864,Our Family Wedding,46,Comedy,spinnies,Rick Famuyiwa
3865,Paranormal Activity 2,29,Horror,resmethrin,Tod Williams
3866,Percy Jackson & the Olympians: The Lightning Thief,34,Adventure,angledozer,Chris Columbus
3867,Piranha 3D,39,Comedy,ethoxylate,Alexandre Aja
3868,Predators,65,Action,ursidae,NimrÃ?d Antal
3869,Prince of Persia: The Sands of Time,28,Action,whippowill,Mike Newell
3870,Rabbit Hole,82,Drama,silurid,John Cameron Mitchell
3871,Ramona and Beezus,39,Adventure,bardiche,Elizabeth Allen Rosenbaum
3872,RED,29,Action,logicists,Robert Schwentke
3873,Remember Me,51,Drama,parroter,Allen Coulter
3874,Repo Men,74,Action,hell-rake,Miguel Sapochnik
3875,Resident Evil: Afterlife,32,Action,triphylite,Paul W.S. Anderson
3876,Robin Hood,23,Action,distancy,Ridley Scott
3877,Rubber,97,Comedy,spinnies,Quentin Dupieux
3878,Salt,6,Action,resmethrin,Phillip Noyce
3879,Sarah's Key,98,Drama,angledozer,Gilles Paquet-Brenner
3880,Saw 3D: The Final Chapter,64,Horror,ethoxylate,Kevin Greutert
3881,Scott Pilgrim vs. the World,43,Action,ursidae,Edgar Wright
3882,Sea Rex 3D: Journey to a Prehistoric World,56,Documentary,whippowill,Ronan Chapalain
3883,Secretariat,37,Biography,silurid,Randall Wallace
3884,Sex and the City 2,54,Comedy,bardiche,Michael Patrick King
3885,She's Out of My League,60,Comedy,logicists,Jim Field Smith
3886,Shrek Forever After,70,Adventure,parroter,Mike Mitchell
3887,Shutter Island,86,Mystery,hell-rake,Martin Scorsese
3888,Skyline,49,Action,triphylite,Colin Strause
3889,Somewhere,74,Comedy,distancy,Sofia Coppola
3890,Stake Land,19,Drama,spinnies,Jim Mickle
3891,Step Up 3D,64,Drama,resmethrin,Jon M. Chu
3892,Stone,82,Drama,angledozer,John Curran
3893,Super,4,Comedy,ethoxylate,James Gunn
3894,Takers,33,Action,ursidae,John Luessenhop
3895,Tangled,12,Adventure,whippowill,Nathan Greno
3896,The 5th Quarter,77,Biography,silurid,Rick Bieber
3897,The American,26,Crime,bardiche,Anton Corbijn
3898,The Back-up Plan,12,Comedy,logicists,Alan Poul
3899,The Book of Eli,56,Action,parroter,Albert Hughes
3900,The Bounty Hunter,74,Action,hell-rake,Andy Tennant
3901,The Chronicles of Narnia: The Voyage of the Dawn Treader,12,Adventure,triphylite,Michael Apted
3902,The Conspirator,62,Crime,distancy,Robert Redford
3903,The Crazies,21,Horror,spinnies,Breck Eisner
3904,The Debt,92,Drama,resmethrin,John Madden
3905,The Expendables,51,Action,angledozer,Sylvester Stallone
3906,The Extra Man,11,Comedy,ethoxylate,Shari Springer Berman
3907,The Fighter,23,Biography,ursidae,David O. Russell
3908,The Ghost Writer,61,Mystery,whippowill,Roman Polanski
3909,The Grace Card,12,Drama,silurid,David G. Evans
3910,The Kids Are All Right,69,Comedy,bardiche,Lisa Cholodenko
3911,The Killer Inside Me,98,Crime,logicists,Michael Winterbottom
3912,The King's Speech,18,Biography,parroter,Tom Hooper
3913,The Last Airbender,24,Action,hell-rake,M. Night Shyamalan
3914,The Last Exorcism,11,Drama,triphylite,Daniel Stamm
3915,The Last Godfather,32,Comedy,distancy,Hyung-rae Shim
3916,The Last Song,88,Drama,spinnies,Julie Anne Robinson
3917,The Losers,45,Action,resmethrin,Sylvain White
3918,The Names of Love,30,Comedy,angledozer,Michel Leclerc
3919,The Next Three Days,3,Crime,ethoxylate,Paul Haggis
3920,The Nutcracker in 3D,2,Action,ursidae,Andrey Konchalovskiy
3921,The Other Guys,5,Action,whippowill,Adam McKay
3922,The Perfect Host,81,Comedy,silurid,Nick Tomnay
3923,The Runaways,44,Biography,bardiche,Floria Sigismondi
3924,The Social Network,14,Biography,logicists,David Fincher
3925,The Sorcerer's Apprentice,81,Action,parroter,Jon Turteltaub
3926,The Spy Next Door,37,Action,hell-rake,Brian Levant
3927,The Switch,77,Comedy,triphylite,Josh Gordon
3928,The Tempest,84,Comedy,distancy,Julie Taymor
3929,The Tourist,92,Action,spinnies,Florian Henckel von Donnersmarck
3930,The Town,85,Crime,resmethrin,Ben Affleck
3931,The Twilight Saga: Eclipse,11,Adventure,angledozer,David Slade
3932,The Virginity Hit,88,Comedy,ethoxylate,Huck Botko
3933,The Warrior's Way,89,Action,ursidae,Sngmoo Lee
3934,The Wolfman,56,Drama,whippowill,Joe Johnston
3935,Tiny Furniture,78,Comedy,silurid,Lena Dunham
3936,Toy Story 3,56,Adventure,bardiche,Lee Unkrich
3937,Trollhunter,67,Comedy,logicists,AndrÃ© Ã˜vredal
3938,TRON: Legacy,95,Action,parroter,Joseph Kosinski
3939,True Grit,47,Adventure,hell-rake,Ethan Coen
3940,Trust,4,Crime,triphylite,David Schwimmer
3941,Unstoppable,81,Action,distancy,Tony Scott
3942,Valentine's Day,93,Comedy,spinnies,Garry Marshall
3943,Vampires Suck,81,Comedy,resmethrin,Jason Friedberg
3944,Wall Street: Money Never Sleeps,14,Drama,angledozer,Oliver Stone
3945,Why Did I Get Married Too?,93,Comedy,ethoxylate,Tyler Perry
3946,Wild Target,95,Action,ursidae,Jonathan Lynn
3947,Winter's Bone,43,Drama,whippowill,Debra Granik
3948,Yogi Bear,82,Adventure,silurid,Eric Brevig
3949,You Again,1,Comedy,bardiche,Andy Fickman
3950,You Will Meet a Tall Dark Stranger,37,Comedy,logicists,Woody Allen
3951,1911,52,Action,parroter,Li Zhang
3952,30 Minutes or Less,92,Action,hell-rake,Ruben Fleischer
3953,5 Days of War,43,Action,triphylite,Renny Harlin
3954,50/50,12,Comedy,distancy,Jonathan Levine
3955,A Better Life,14,Drama,spinnies,Chris Weitz
3956,A Dangerous Method,41,Biography,resmethrin,David Cronenberg
3957,A Separation,90,Drama,angledozer,Asghar Farhadi
3958,A Very Harold & Kumar 3D Christmas,56,Adventure,ethoxylate,Todd Strauss-Schulson
3959,Abduction,37,Action,ursidae,John Singleton
3960,Albert Nobbs,41,Drama,whippowill,Rodrigo GarcÃ?a
3961,Alvin and the Chipmunks: Chipwrecked,63,Adventure,silurid,Mike Mitchell
3962,Anonymous,32,Drama,bardiche,Roland Emmerich
3963,Another Earth,7,Drama,logicists,Mike Cahill
3964,Apollo 18,46,Horror,parroter,Gonzalo LÃ?pez-Gallego
3965,Arthur Christmas,29,Adventure,hell-rake,Sarah Smith
3966,Attack the Block,34,Action,triphylite,Joe Cornish
3967,Bad Teacher,39,Comedy,distancy,Jake Kasdan
3968,Battle Los Angeles,65,Action,spinnies,Jonathan Liebesman
3969,Beastly,28,Drama,resmethrin,Daniel Barnz
3970,Bernie,82,Comedy,angledozer,Richard Linklater
3971,"Big Mommas: Like Father, Like Son",39,Action,ethoxylate,John Whitesell
3972,Bridesmaids,29,Comedy,ursidae,Paul Feig
3973,Bucky Larson: Born to Be a Star,51,Comedy,whippowill,Tom Brady
3974,Captain America: The First Avenger,74,Action,silurid,Joe Johnston
3975,Cars 2,32,Adventure,bardiche,John Lasseter
3976,Colombiana,23,Action,logicists,Olivier Megaton
3977,Contagion,97,Drama,parroter,Steven Soderbergh
3978,Courageous,6,Drama,hell-rake,Alex Kendrick
3979,"Crazy, Stupid, Love.",98,Comedy,triphylite,Glenn Ficarra
3980,Diary of a Wimpy Kid: Rodrick Rules,64,Comedy,distancy,David Bowers
3981,Dolphin Tale,43,Drama,spinnies,Charles Martin Smith
3982,Dream House,56,Drama,resmethrin,Jim Sheridan
3983,Drive,37,Crime,angledozer,Nicolas Winding Refn
3984,Drive Angry,54,Action,ethoxylate,Patrick Lussier
3985,Extremely Loud & Incredibly Close,60,Adventure,ursidae,Stephen Daldry
3986,Fast Five,70,Action,whippowill,Justin Lin
3987,Final Destination 5,86,Horror,silurid,Steven Quale
3988,Fort McCoy,49,Drama,bardiche,Kate Connor
3989,Friends with Benefits,74,Comedy,logicists,Will Gluck
3990,Fright Night,19,Comedy,parroter,Craig Gillespie
3991,Ghost Rider: Spirit of Vengeance,64,Action,hell-rake,Mark Neveldine
3992,Glee: The 3D Concert Movie,82,Documentary,triphylite,Kevin Tancharoen
3993,Go for It!,4,Drama,distancy,Carmen Marron
3994,Green Lantern,33,Action,spinnies,Martin Campbell
3995,Hall Pass,12,Comedy,resmethrin,Bobby Farrelly
3996,Hanna,77,Action,angledozer,Joe Wright
3997,Happy Feet 2,26,Animation,ethoxylate,George Miller
3998,Haywire,12,Action,ursidae,Steven Soderbergh
3999,Headhunters,56,Crime,whippowill,Morten Tyldum
4000,Hobo with a Shotgun,74,Action,silurid,Jason Eisener
4001,Hoodwinked Too! Hood vs. Evil,12,Animation,bardiche,Mike Disa
4002,Hop,62,Adventure,logicists,Tim Hill
4003,Horrible Bosses,21,Comedy,parroter,Seth Gordon
4004,Hugo,92,Adventure,hell-rake,Martin Scorsese
4005,I Am Number Four,51,Action,triphylite,D.J. Caruso
4006,I Don't Know How She Does It,11,Comedy,distancy,Douglas McGrath
4007,Immortals,23,Action,spinnies,Tarsem Singh
4008,In the Land of Blood and Honey,61,Drama,resmethrin,Angelina Jolie Pitt
4009,In Time,12,Action,angledozer,Andrew Niccol
4010,J. Edgar,69,Biography,ethoxylate,Clint Eastwood
4011,Jack and Jill,98,Comedy,ursidae,Dennis Dugan
4012,"Jeff, Who Lives at Home",18,Comedy,whippowill,Jay Duplass
4013,Johnny English Reborn,24,Action,silurid,Oliver Parker
4014,Jumping the Broom,11,Comedy,bardiche,Salim Akil
4015,Just Go with It,32,Comedy,logicists,Dennis Dugan
4016,Justin Bieber: Never Say Never,88,Documentary,parroter,Jon M. Chu
4017,Kill List,45,Crime,hell-rake,Ben Wheatley
4018,Killer Elite,30,Action,triphylite,Gary McKendry
4019,Killer Joe,3,Crime,distancy,William Friedkin
4020,Kung Fu Panda 2,2,Action,spinnies,Jennifer Yuh Nelson
4021,L!fe Happens,5,Comedy,resmethrin,Kat Coiro
4022,Larry Crowne,81,Comedy,angledozer,Tom Hanks
4023,Le Havre,44,Comedy,ethoxylate,Aki KaurismÃ?ki
4024,Like Crazy,14,Drama,ursidae,Drake Doremus
4025,Machine Gun Preacher,81,Action,whippowill,Marc Forster
4026,Margaret,37,Drama,silurid,Kenneth Lonergan
4027,Margin Call,77,Biography,bardiche,J.C. Chandor
4028,Mars Needs Moms,84,Action,logicists,Simon Wells
4029,Melancholia,92,Drama,parroter,Lars von Trier
4030,Midnight in Paris,85,Comedy,hell-rake,Woody Allen
4031,Mission: Impossible - Ghost Protocol,11,Action,triphylite,Brad Bird
4032,Moneyball,88,Biography,distancy,Bennett Miller
4033,Monte Carlo,89,Adventure,spinnies,Thomas Bezucha
4034,Mr. Popper's Penguins,56,Comedy,resmethrin,Mark Waters
4035,My Week with Marilyn,78,Biography,angledozer,Simon Curtis
4036,New Year's Eve,56,Comedy,ethoxylate,Garry Marshall
4037,Newlyweds,67,Comedy,ursidae,Edward Burns
4038,No Strings Attached,95,Comedy,whippowill,Ivan Reitman
4039,One Day,47,Drama,silurid,Lone Scherfig
4040,Our Idiot Brother,4,Comedy,bardiche,Jesse Peretz
4041,Paranormal Activity 3,81,Horror,logicists,Henry Joost
4042,Paul,93,Adventure,parroter,Greg Mottola
4043,"Pink Ribbons, Inc.",81,Documentary,hell-rake,LÃ©a Pool
4044,Pirates of the Caribbean: On Stranger Tides,14,Action,triphylite,Rob Marshall
4045,Priest,93,Action,distancy,Scott Stewart
4046,Prom,95,Comedy,spinnies,Joe Nussbaum
4047,Puss in Boots,43,Action,resmethrin,Chris Miller
4048,Rango,82,Adventure,angledozer,Gore Verbinski
4049,Real Steel,1,Action,ethoxylate,Shawn Levy
4050,Red Riding Hood,37,Fantasy,ursidae,Catherine Hardwicke
4051,Rio,52,Adventure,whippowill,Carlos Saldanha
4052,Rise of the Planet of the Apes,92,Action,silurid,Rupert Wyatt
4053,Salvation Boulevard,43,Action,bardiche,George Ratliff
4054,Samsara,12,Documentary,logicists,Ron Fricke
4055,Sanctum,14,Adventure,parroter,Alister Grierson
4056,Scream 4,41,Horror,hell-rake,Wes Craven
4057,Shame,90,Drama,triphylite,Steve McQueen
4058,Shark Night 3D,56,Horror,distancy,David R. Ellis
4059,Sherlock Holmes: A Game of Shadows,37,Action,spinnies,Guy Ritchie
4060,Sholem Aleichem: Laughing in the Darkness,41,Documentary,resmethrin,Joseph Dorman
4061,Silent House,63,Drama,angledozer,Chris Kentis
4062,Snow Flower and the Secret Fan,32,Drama,ethoxylate,Wayne Wang
4063,Something Borrowed,7,Comedy,ursidae,Luke Greenfield
4064,Soul Surfer,46,Biography,whippowill,Sean McNamara
4065,Source Code,29,Mystery,silurid,Duncan Jones
4066,Spy Kids: All the Time in the World in 4D,34,Action,bardiche,Robert Rodriguez
4067,Straw Dogs,39,Action,logicists,Rod Lurie
4068,Sucker Punch,65,Action,parroter,Zack Snyder
4069,Super 8,28,Mystery,hell-rake,J.J. Abrams
4070,Take Me Home Tonight,82,Comedy,triphylite,Michael Dowse
4071,Take Shelter,39,Drama,distancy,Jeff Nichols
4072,The Adjustment Bureau,29,Romance,spinnies,George Nolfi
4073,The Adventures of Tintin,51,Action,resmethrin,Steven Spielberg
4074,The Artist,74,Comedy,angledozer,Michel Hazanavicius
4075,The Beaver,32,Drama,ethoxylate,Jodie Foster
4076,The Best Exotic Marigold Hotel,23,Comedy,ursidae,John Madden
4077,The Big Year,97,Comedy,whippowill,David Frankel
4078,The Change-Up,6,Comedy,silurid,David Dobkin
4079,The Darkest Hour,98,Action,bardiche,Chris Gorak
4080,The Descendants,64,Comedy,logicists,Alexander Payne
4081,The Devil's Double,43,Biography,parroter,Lee Tamahori
4082,The Dilemma,56,Comedy,hell-rake,Ron Howard
4083,The Divide,37,Drama,triphylite,Xavier Gens
4084,The Flowers of War,54,Drama,distancy,Yimou Zhang
4085,The FP,60,Comedy,spinnies,Brandon Trost
4086,The Girl with the Dragon Tattoo,70,Crime,resmethrin,David Fincher
4087,The Greatest Movie Ever Sold,86,Comedy,angledozer,Morgan Spurlock
4088,The Green Hornet,49,Action,ethoxylate,Michel Gondry
4089,The Grey,74,Action,ursidae,Joe Carnahan
4090,The Guard,19,Comedy,whippowill,John Michael McDonagh
4091,The Hangover Part II,64,Comedy,silurid,Todd Phillips
4092,The Harvest/La Cosecha,82,Documentary,bardiche,U. Roberto Romano
4093,The Help,4,Drama,logicists,Tate Taylor
4094,The Ides of March,33,Drama,parroter,George Clooney
4095,The Innkeepers,12,Horror,hell-rake,Ti West
4096,The Iron Lady,77,Biography,triphylite,Phyllida Lloyd
4097,The Lincoln Lawyer,26,Crime,distancy,Brad Furman
4098,The Mechanic,12,Action,spinnies,Simon West
4099,The Muppets,56,Adventure,resmethrin,James Bobin
4100,The Raid: Redemption,74,Action,angledozer,Gareth Evans
4101,The Rite,12,Drama,ethoxylate,Mikael HÃ¥fstrÃ¶m
4102,The Roommate,62,Drama,ursidae,Christian E. Christiansen
4103,The Smurfs,21,Adventure,whippowill,Raja Gosnell
4104,The Son of No One,92,Crime,silurid,Dito Montiel
4105,The Three Musketeers,51,Action,bardiche,Paul W.S. Anderson
4106,The Tree of Life,11,Drama,logicists,Terrence Malick
4107,There Be Dragons,23,Biography,parroter,Roland JoffÃ©
4108,Thor,61,Action,hell-rake,Kenneth Branagh
4109,Tinker Tailor Soldier Spy,12,Drama,triphylite,Tomas Alfredson
4110,Tower Heist,69,Action,distancy,Brett Ratner
4111,Transformers: Dark of the Moon,98,Action,spinnies,Michael Bay
4112,Unknown,18,Action,resmethrin,Jaume Collet-Serra
4113,War Horse,24,Drama,angledozer,Steven Spielberg
4114,Warrior,11,Drama,ethoxylate,Gavin O'Connor
4115,Water for Elephants,32,Drama,ursidae,Francis Lawrence
4116,We Need to Talk About Kevin,88,Drama,whippowill,Lynne Ramsay
4117,Weekend,45,Drama,silurid,Andrew Haigh
4118,What's Your Number?,30,Comedy,bardiche,Mark Mylod
4119,Winnie the Pooh,3,Adventure,logicists,Stephen J. Anderson
4120,X-Men: First Class,2,Action,parroter,Matthew Vaughn
4121,Young Adult,5,Comedy,hell-rake,Jason Reitman
4122,Your Highness,81,Adventure,triphylite,David Gordon Green
4123,Your Sister's Sister,44,Comedy,distancy,Lynn Shelton
4124,Zookeeper,14,Comedy,spinnies,Frank Coraci
4125,2016: Obama's America,81,Documentary,resmethrin,Dinesh D'Souza
4126,21 Jump Street,37,Action,angledozer,Phil Lord
4127,A Thousand Words,77,Comedy,ethoxylate,Brian Robbins
4128,Abraham Lincoln: Vampire Hunter,84,Action,ursidae,Timur Bekmambetov
4129,Act of Valor,92,Action,whippowill,Mike McCoy
4130,Alex Cross,85,Action,silurid,Rob Cohen
4131,American Reunion,11,Comedy,bardiche,Jon Hurwitz
4132,Amour,88,Drama,logicists,Michael Haneke
4133,Arbitrage,89,Drama,parroter,Nicholas Jarecki
4134,Argo,56,Biography,hell-rake,Ben Affleck
4135,Atlas Shrugged II: The Strike,78,Drama,triphylite,John Putch
4136,Bachelorette,56,Comedy,distancy,Leslye Headland
4137,Battleship,67,Action,spinnies,Peter Berg
4138,Beasts of the Southern Wild,95,Drama,resmethrin,Benh Zeitlin
4139,Big Miracle,47,Biography,angledozer,Ken Kwapis
4140,Blue Like Jazz,4,Comedy,ethoxylate,Steve Taylor
4141,Brave,81,Adventure,ursidae,Mark Andrews
4142,Bullet to the Head,93,Action,whippowill,Walter Hill
4143,Burn,81,Documentary,silurid,Tom Putnam
4144,Casa de mi Padre,14,Comedy,bardiche,Matt Piedmont
4145,Chasing Mavericks,93,Biography,logicists,Michael Apted
4146,Chernobyl Diaries,95,Horror,parroter,Bradley Parker
4147,Chronicle,43,Drama,hell-rake,Josh Trank
4148,Cloud Atlas,82,Drama,triphylite,Tom Tykwer
4149,Compliance,1,Biography,distancy,Craig Zobel
4150,Contraband,37,Action,spinnies,Baltasar KormÃ¡kur
4151,Dark Shadows,52,Comedy,resmethrin,Tim Burton
4152,Deadfall,92,Crime,angledozer,Stefan Ruzowitzky
4153,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,43,Documentary,ethoxylate,Molly Bernstein
4154,Detention of the Dead,12,Comedy,ursidae,Alex Craig Mann
4155,Diary of a Wimpy Kid: Dog Days,14,Comedy,whippowill,David Bowers
4156,Django Unchained,41,Drama,silurid,Quentin Tarantino
4157,Dredd,90,Action,bardiche,Pete Travis
4158,Eddie: The Sleepwalking Cannibal,56,Comedy,logicists,Boris Rodriguez
4159,End of Watch,37,Crime,parroter,David Ayer
4160,Ernest & Celestine,41,Animation,hell-rake,StÃ©phane Aubier
4161,Filly Brown,63,Drama,triphylite,Youssef Delara
4162,Flight,32,Drama,distancy,Robert Zemeckis
4163,"For a Good Time, Call...",7,Comedy,spinnies,Jamie Travis
4164,For Greater Glory: The True Story of Cristiada,46,Drama,resmethrin,Dean Wright
4165,Frankenweenie,29,Animation,angledozer,Tim Burton
4166,Fun Size,34,Adventure,ethoxylate,Josh Schwartz
4167,Hardflip,39,Action,ursidae,Johnny Remo
4168,Here Comes the Boom,65,Action,whippowill,Frank Coraci
4169,Hit and Run,28,Action,silurid,David Palmer
4170,Hope Springs,82,Comedy,bardiche,David Frankel
4171,Hotel Transylvania,39,Animation,logicists,Genndy Tartakovsky
4172,House at the End of the Street,29,Drama,parroter,Mark Tonderai
4173,Ice Age: Continental Drift,51,Adventure,hell-rake,Steve Martino
4174,Inescapable,74,Drama,triphylite,Ruba Nadda
4175,Jab Tak Hai Jaan,32,Drama,distancy,Yash Chopra
4176,Jack Reacher,23,Action,spinnies,Christopher McQuarrie
4177,John Carter,97,Action,resmethrin,Andrew Stanton
4178,Journey 2: The Mysterious Island,6,Action,angledozer,Brad Peyton
4179,Joyful Noise,98,Comedy,ethoxylate,Todd Graff
4180,Katy Perry: Part of Me,64,Documentary,ursidae,Dan Cutforth
4181,Killing Them Softly,43,Crime,whippowill,Andrew Dominik
4182,Les MisÃ©rables,56,Drama,silurid,Tom Hooper
4183,Life of Pi,37,Adventure,bardiche,Ang Lee
4184,Lincoln,54,Biography,logicists,Steven Spielberg
4185,Lockout,60,Action,parroter,James Mather
4186,Looper,70,Action,hell-rake,Rian Johnson
4187,Madagascar 3: Europe's Most Wanted,86,Adventure,triphylite,Eric Darnell
4188,Madea's Witness Protection,49,Comedy,distancy,Tyler Perry
4189,Magic Mike,74,Comedy,spinnies,Steven Soderbergh
4190,Man on a Ledge,19,Action,resmethrin,Asger Leth
4191,Maniac,64,Horror,angledozer,Franck Khalfoun
4192,Men in Black 3,82,Action,ethoxylate,Barry Sonnenfeld
4193,Middle of Nowhere,4,Drama,ursidae,Ava DuVernay
4194,Mirror Mirror,33,Adventure,whippowill,Tarsem Singh
4195,Moonrise Kingdom,12,Adventure,silurid,Wes Anderson
4196,Mud,77,Drama,bardiche,Jeff Nichols
4197,On the Road,26,Adventure,logicists,Walter Salles
4198,One for the Money,12,Action,parroter,Julie Anne Robinson
4199,Paranormal Activity 4,56,Horror,hell-rake,Henry Joost
4200,ParaNorman,74,Adventure,triphylite,Chris Butler
4201,Parental Guidance,12,Comedy,distancy,Andy Fickman
4202,Pitch Perfect,62,Comedy,spinnies,Jason Moore
4203,Playing for Keeps,21,Comedy,resmethrin,Gabriele Muccino
4204,Premium Rush,92,Action,angledozer,David Koepp
4205,Project X,51,Comedy,ethoxylate,Nima Nourizadeh
4206,Prometheus,11,Adventure,ursidae,Ridley Scott
4207,Promised Land,23,Drama,whippowill,Gus Van Sant
4208,Quartet,61,Comedy,silurid,Dustin Hoffman
4209,Red Tails,12,Action,bardiche,Anthony Hemingway
4210,Resident Evil: Retribution,69,Action,logicists,Paul W.S. Anderson
4211,Rise of the Guardians,98,Adventure,parroter,Peter Ramsey
4212,Robot & Frank,18,Comedy,hell-rake,Jake Schreier
4213,Rock of Ages,24,Comedy,triphylite,Adam Shankman
4214,Safe,11,Action,distancy,Boaz Yakin
4215,Safe House,32,Action,spinnies,Daniel Espinosa
4216,Safety Not Guaranteed,88,Comedy,resmethrin,Colin Trevorrow
4217,Savages,45,Crime,angledozer,Oliver Stone
4218,Seeking a Friend for the End of the World,30,Adventure,ethoxylate,Lorene Scafaria
4219,Seven Psychopaths,3,Comedy,ursidae,Martin McDonagh
4220,Silent Hill: Revelation 3D,2,Adventure,whippowill,Michael J. Bassett
4221,Silver Linings Playbook,5,Comedy,silurid,David O. Russell
4222,Sinister,81,Horror,bardiche,Scott Derrickson
4223,Skyfall,44,Action,logicists,Sam Mendes
4224,Snow White and the Huntsman,14,Action,parroter,Rupert Sanders
4225,Sparkle,81,Drama,hell-rake,Salim Akil
4226,Spring Breakers,37,Crime,triphylite,Harmony Korine
4227,Step Up Revolution,77,Drama,distancy,Scott Speer
4228,Stolen,84,Action,spinnies,Simon West
4229,Taken 2,92,Action,resmethrin,Olivier Megaton
4230,Ted,85,Comedy,angledozer,Seth MacFarlane
4231,That's My Boy,11,Comedy,ethoxylate,Sean Anders
4232,The Act of Killing,88,Biography,ursidae,Joshua Oppenheimer
4233,The Amazing Spider-Man,89,Action,whippowill,Marc Webb
4234,The Apparition,56,Horror,silurid,Todd Lincoln
4235,The Avengers,78,Action,bardiche,Joss Whedon
